audio_name,word,start_time,end_time
38.wav,جب,20,20
38.wav,تھک,20,20
38.wav,کے,20,20
38.wav,سو,20,21
38.wav,جاتی,21,21
38.wav,ہیں,21,21
38.wav,مجھے,21,22
38.wav,مزہ,22,23
38.wav,آتا,23,24
38.wav,ہے,24,24
38.wav,ان,24,24
38.wav,کا,24,24
38.wav,ایک,24,25
38.wav,بہترین,25,26
38.wav,ہے,26,26
38.wav,اور,26,26
38.wav,یہ,26,27
38.wav,ہمیں,27,27
38.wav,بہت,27,27
38.wav,اچھے,27,28
38.wav,لگتے,28,28
38.wav,ہیں,28,28
38.wav,ہمارے,28,29
38.wav,سکول,29,30
38.wav,میں,30,30
38.wav,سب,30,30
38.wav,سے,30,31
38.wav,مشہور,31,31
38.wav,ہیں,31,32
38.wav,ان,32,32
38.wav,کی,32,32
38.wav,پیکنگ,32,33
38.wav,میں,33,33
38.wav,بہت,33,33
38.wav,خوبصورت,33,34
38.wav,یہ,34,35
38.wav,سب,35,35
38.wav,سے,35,35
38.wav,مزیدار,35,36
38.wav,اور,36,37
38.wav,زبردست,37,38
38.wav,ہے,38,38
38.wav,میں,38,38
38.wav,سفر,38,39
38.wav,جاری,39,39
38.wav,ہے,39,40
38.wav,اور,40,40
38.wav,سستا,40,40
38.wav,بھی,40,40
38.wav,ہے,40,41
38.wav,اللہ,41,41
38.wav,حافظ,41,41
39.wav,روشن,0,5
39.wav,کرتا,5,6
39.wav,ہے,6,6
39.wav,جو,6,8
39.wav,ہے,8,9
39.wav,وہ,9,9
39.wav,چال,9,9
39.wav,ہیں,9,10
39.wav,تو,10,10
39.wav,یہ,10,11
39.wav,نشہ,11,12
39.wav,بن,12,12
39.wav,جاتا,12,12
39.wav,ہے,12,13
39.wav,اسی,13,13
39.wav,طرح,13,14
39.wav,ہوتا,14,16
39.wav,ہے,16,16
39.wav,تو,16,16
39.wav,اس,16,16
39.wav,حالت,16,17
39.wav,میں,17,17
39.wav,میں,17,17
39.wav,ایک,17,17
39.wav,منٹ,17,18
39.wav,کروں,18,18
39.wav,گا,18,18
39.wav,کہ,18,18
39.wav,آپ,18,18
39.wav,جوھر,18,20
39.wav,کیا,20,20
39.wav,کریں,20,20
39.wav,لیکن,20,21
39.wav,اگر,21,21
39.wav,خالی,21,22
39.wav,ہو,22,22
39.wav,اور,22,22
39.wav,میں,22,23
39.wav,کوئی,23,24
39.wav,بھی,24,24
39.wav,ویسی,24,25
39.wav,جو,25,25
39.wav,ہے,25,25
39.wav,جن,25,26
39.wav,کے,26,26
39.wav,لئے,26,26
39.wav,وہ,26,26
39.wav,رہے,26,27
39.wav,تو,27,29
39.wav,میں,29,29
39.wav,آپ,29,29
39.wav,کو,29,29
39.wav,کال,29,29
39.wav,کروں,29,30
39.wav,گا,30,30
39.wav,کہ,30,30
39.wav,نہ,30,30
39.wav,بھیجے,30,31
39.wav,لیکن,31,32
39.wav,وہ,32,32
39.wav,سٹیشن,32,32
39.wav,پر,32,33
39.wav,نہیں,33,33
39.wav,ہے,33,34
39.wav,چاہیے,34,37
39.wav,کہ,37,37
39.wav,وہ,37,38
39.wav,آپ,38,38
39.wav,کو,38,38
39.wav,سٹیشن,38,39
39.wav,پر,39,39
39.wav,اور,39,40
39.wav,آپ,40,40
39.wav,پر,40,40
39.wav,منحصر,40,40
39.wav,ہے,40,41
39.wav,کہ,41,41
39.wav,آپ,41,41
39.wav,جوھر,41,43
39.wav,ٹاون,43,44
40.wav,یار,0,1
40.wav,آپ,1,1
40.wav,سے,1,2
40.wav,جو,2,2
40.wav,ہے,2,2
40.wav,نا,2,2
40.wav,وہ,2,2
40.wav,بہت,2,2
40.wav,زیادہ,2,3
40.wav,بُری,3,3
40.wav,چیز,3,4
40.wav,ہے,4,4
40.wav,کسی,4,4
40.wav,کو,4,4
40.wav,نہیں,4,5
40.wav,دینا,5,6
40.wav,چاہیے,6,6
40.wav,جو,6,7
40.wav,بھی,7,7
40.wav,ہو,7,7
40.wav,بندے,7,8
40.wav,کو,8,8
40.wav,جو,8,8
40.wav,ہے,8,8
40.wav,وہ,8,8
40.wav,کرنا,8,9
40.wav,چاہیے,9,10
40.wav,کے,10,10
40.wav,بغیر,10,11
40.wav,کسی,11,11
40.wav,کے,11,11
40.wav,پاس,11,12
40.wav,ہر,12,13
40.wav,کوئی,13,14
40.wav,یوں,14,14
40.wav,ہے,14,14
40.wav,کبھی,14,14
40.wav,ووں,14,14
40.wav,ہے,14,14
40.wav,جو,14,16
40.wav,ہے,16,16
40.wav,وہ,16,16
40.wav,ان,16,16
40.wav,ہوگئے,16,17
40.wav,لیکن,17,17
40.wav,ہم,17,17
40.wav,جو,17,18
40.wav,ہے,18,18
40.wav,اس,18,18
40.wav,کی,18,18
40.wav,ڈولی,18,19
40.wav,کو,19,19
40.wav,نہیں,19,20
40.wav,دیکھ,20,20
40.wav,رہے,20,20
40.wav,ہیں,20,20
40.wav,اور,20,21
40.wav,ہمیں,21,22
40.wav,اس,22,22
40.wav,کے,22,22
40.wav,ڈس,22,22
40.wav,ایڈوانٹیج,22,22
40.wav,کو,22,23
40.wav,مدنظر,23,24
40.wav,رکھتے,24,24
40.wav,ہوئے,24,25
40.wav,اس,25,25
40.wav,سے,25,25
40.wav,روایت,25,26
40.wav,کرنا,26,26
40.wav,چاہیے,26,27
40.wav,اس,27,27
40.wav,کو,27,28
40.wav,آئینہ,28,28
40.wav,نہیں,28,29
40.wav,چاہیے,29,29
40.wav,یا,29,30
40.wav,بڑا,30,31
40.wav,ہے,31,31
40.wav,تو,31,32
40.wav,ہماری,32,34
40.wav,سب,34,34
40.wav,کو,34,35
40.wav,نقصان,35,35
40.wav,بہت,35,36
40.wav,کرتا,36,36
40.wav,ہے,36,36
40.wav,تو,36,36
40.wav,اس,36,37
40.wav,وجہ,37,37
40.wav,سے,37,37
40.wav,میں,37,37
40.wav,امید,37,38
40.wav,کرتا,38,38
40.wav,ہوں,38,38
40.wav,کہ,38,38
40.wav,کوئی,38,39
40.wav,چیز,39,39
40.wav,نہیں,39,40
40.wav,ہے,40,40
41.wav,یا,0,1
41.wav,جو,1,2
41.wav,ہے,2,2
41.wav,وہ,2,3
41.wav,بڑے,3,4
41.wav,مزے,4,4
41.wav,کی,4,4
41.wav,ہے,4,6
41.wav,آج,6,7
41.wav,کل,7,7
41.wav,ہر,7,7
41.wav,کوئی,7,7
41.wav,جو,7,8
41.wav,ہے,8,8
41.wav,وہ,8,8
41.wav,آپ,8,9
41.wav,کو,9,9
41.wav,جو,9,9
41.wav,ہے,9,9
41.wav,نا,9,9
41.wav,پسند,9,11
41.wav,کرتا,11,11
41.wav,ھے,11,11
41.wav,اور,11,12
41.wav,اس,12,13
41.wav,کی,13,13
41.wav,کوئی,13,13
41.wav,پڑھے,13,14
41.wav,یا,14,14
41.wav,گیس,14,14
41.wav,سٹیشن,14,15
41.wav,چیز,15,16
41.wav,ہے,16,16
41.wav,میں,16,17
41.wav,ابھی,17,24
41.wav,سینٹ,24,25
41.wav,اور,25,26
41.wav,مذہب,26,26
41.wav,کیا,26,26
41.wav,ہے,26,26
42.wav,یا,0,1
42.wav,سیون,1,1
42.wav,اپ,1,1
42.wav,کی,1,1
42.wav,بات,1,2
42.wav,کرے,2,2
42.wav,تو,2,3
42.wav,پینے,3,3
42.wav,میں,3,3
42.wav,تو,3,4
42.wav,مزہ,4,4
42.wav,آتا,4,4
42.wav,ہے,4,4
42.wav,لیکن,4,4
42.wav,اس,4,5
42.wav,کے,5,5
42.wav,نقصانات,5,5
42.wav,بھی,5,6
42.wav,بہت,6,6
42.wav,ہیں,6,6
42.wav,تو,6,7
42.wav,ہم,7,7
42.wav,نے,7,8
42.wav,اس,8,8
42.wav,کے,8,8
42.wav,نقصانات,8,8
42.wav,کو,8,9
42.wav,مدنظر,9,9
42.wav,رکھتے,9,10
42.wav,ہوئے,10,10
42.wav,اس,10,10
42.wav,چیز,10,11
42.wav,کو,11,11
42.wav,چاہیے,11,13
42.wav,ہمیں,13,13
42.wav,اس,13,14
42.wav,بارے,14,14
42.wav,میں,14,14
42.wav,ہمیں,14,14
42.wav,چاہیے,14,16
42.wav,کہ,16,16
42.wav,نہیں,16,19
42.wav,کرنا,19,19
42.wav,چاہیے,19,20
43.wav,ہاں,0,1
43.wav,بہت,1,4
43.wav,اچھی,4,4
43.wav,چیزیں,4,5
43.wav,جب,5,5
43.wav,آپ,5,5
43.wav,کھانا,5,6
43.wav,کھالیتے,6,6
43.wav,ہیں,6,7
43.wav,اور,7,7
43.wav,آپ,7,7
43.wav,کے,7,7
43.wav,محلے,7,8
43.wav,میں,8,8
43.wav,تھوڑا,8,8
43.wav,بہت,8,9
43.wav,تو,9,9
43.wav,ہے,9,11
43.wav,جو,11,14
43.wav,ہے,14,14
43.wav,وہ,14,14
43.wav,ٹیسٹ,14,15
43.wav,ہیں,15,15
43.wav,تو,15,23
43.wav,میں,23,23
43.wav,آپ,23,23
43.wav,کو,23,23
43.wav,سینڈ,23,25
43.wav,کرنا,25,25
44.wav,ہاں,0,1
44.wav,بہت,1,4
44.wav,اچھی,4,4
44.wav,چیزیں,4,5
44.wav,جب,5,5
44.wav,آپ,5,5
44.wav,کھانا,5,6
44.wav,کھالیتے,6,6
44.wav,ہیں,6,7
44.wav,اور,7,7
44.wav,آپ,7,7
44.wav,کے,7,7
44.wav,محلے,7,8
44.wav,میں,8,8
44.wav,تھوڑا,8,8
44.wav,بہت,8,9
44.wav,تو,9,9
44.wav,ہے,9,11
44.wav,جو,11,14
44.wav,ہے,14,14
44.wav,وہ,14,14
44.wav,ٹیسٹ,14,15
44.wav,ہیں,15,15
44.wav,آپ,15,18
44.wav,کو,18,23
44.wav,کمنٹ,23,25
44.wav,کرنا,25,25
45.wav,میرا,1,2
45.wav,نام,2,2
45.wav,ہے,2,3
45.wav,اور,3,3
45.wav,آج,3,4
45.wav,میں,4,4
45.wav,آپ,4,4
45.wav,کو,4,4
45.wav,صرف,4,4
45.wav,ایک,4,5
45.wav,ہی,5,5
45.wav,ہوگا,5,5
45.wav,تو,5,8
45.wav,بہت,8,8
45.wav,مزے,8,9
45.wav,کی,9,9
45.wav,ہے,9,9
45.wav,اور,9,11
45.wav,ہر,11,11
45.wav,جگہ,11,11
45.wav,رہ,11,12
45.wav,گئے,12,12
45.wav,اور,12,13
45.wav,میری,13,13
45.wav,چیزیں,13,14
45.wav,ہیں,14,14
45.wav,تو,14,14
45.wav,میں,14,15
45.wav,اس,15,15
45.wav,کو,15,15
45.wav,ملی,15,16
45.wav,ہے,16,16
45.wav,نہ,16,17
45.wav,ملے,17,18
45.wav,گی,18,18
46.wav,میرے,0,2
46.wav,پاس,2,2
46.wav,نہیں,2,2
46.wav,ہے,2,2
46.wav,اس,2,3
46.wav,لیے,3,4
46.wav,ساروں,4,4
46.wav,کو,4,5
46.wav,لائق,5,5
46.wav,ہے,5,6
46.wav,اس,6,6
46.wav,کے,6,6
46.wav,علاوہ,6,6
46.wav,اور,6,7
46.wav,بھی,7,7
46.wav,چاہیے,7,7
46.wav,آپ,8,9
46.wav,کے,9,10
46.wav,یہ,10,10
46.wav,ٹرائی,10,10
46.wav,کریں,10,11
46.wav,مجھے,11,11
46.wav,بہت,11,11
46.wav,اچھے,11,12
46.wav,لگتے,12,12
46.wav,ہیں,12,12
46.wav,بہت,13,14
46.wav,شکریہ,14,15
47.wav,السلام,0,1
47.wav,علیکم,1,1
47.wav,میرا,1,1
47.wav,نام,1,2
47.wav,صدف,2,2
47.wav,ہے,2,2
47.wav,اور,2,2
47.wav,آج,2,2
47.wav,میں,2,3
47.wav,ٹھیک,3,3
47.wav,آپ,3,3
47.wav,سنائیں,3,3
47.wav,کیا,3,4
47.wav,حال,4,4
47.wav,ہے,4,4
47.wav,کیسی,4,6
47.wav,یہ,6,6
47.wav,بہت,6,6
47.wav,مزے,6,7
47.wav,کا,7,7
47.wav,اور,7,8
47.wav,میں,8,8
47.wav,اس,8,8
47.wav,کو,8,8
47.wav,بہت,8,8
47.wav,تعریف,8,9
47.wav,کروں,9,9
47.wav,گا,9,9
47.wav,اور,9,10
47.wav,ہر,10,11
47.wav,جگہ,11,12
47.wav,پر,12,12
47.wav,ملتی,12,12
47.wav,ہے,12,12
47.wav,آپ,12,14
47.wav,اس,14,14
47.wav,کو,14,14
47.wav,ضرور,14,15
47.wav,دیجئے,15,15
47.wav,گا,15,15
47.wav,بہت,15,17
47.wav,اچھا,17,17
47.wav,ہے,17,17
47.wav,اور,17,18
47.wav,اگر,18,19
47.wav,اس,19,19
47.wav,کے,19,20
47.wav,لیے,20,20
47.wav,مانگے,20,20
47.wav,تو,20,20
47.wav,میں,20,20
47.wav,اس,20,21
47.wav,کو,21,21
48.wav,میری,1,2
48.wav,سمجھ,2,4
48.wav,سے,4,4
48.wav,باہر,4,4
48.wav,ہے,4,4
48.wav,16,5,6
48.wav,میں,6,7
48.wav,جو,7,7
48.wav,بھی,7,7
48.wav,ہے,7,8
48.wav,اور,8,11
48.wav,میں,11,11
48.wav,بھی,11,11
48.wav,کھاتا,11,12
48.wav,ہوں,12,12
49.wav,السلام,0,1
49.wav,علیکم,1,2
49.wav,میرا,2,2
49.wav,نام,2,2
49.wav,اور,2,3
49.wav,آج,3,3
49.wav,میں,3,3
49.wav,آپ,3,4
49.wav,کو,4,4
49.wav,ایک,4,4
49.wav,سال,4,4
49.wav,پہلے,4,4
49.wav,بھی,4,4
49.wav,دوں,4,5
49.wav,گا,5,5
49.wav,لیکن,5,8
49.wav,اس,8,9
49.wav,کا,9,10
49.wav,حل,10,10
49.wav,بھی,10,10
49.wav,ہے,10,11
49.wav,اس,11,12
49.wav,کو,12,12
49.wav,زیادہ,12,13
49.wav,پسند,13,13
49.wav,کرتے,13,14
49.wav,ہیں,14,14
49.wav,اور,14,15
49.wav,دیر,15,16
49.wav,سے,16,16
49.wav,انتظار,16,16
49.wav,کر,16,16
49.wav,رہے,16,16
49.wav,ہیں,16,17
49.wav,اس,17,17
49.wav,کہانی,17,18
49.wav,سے,18,18
49.wav,بہت,18,18
49.wav,مختلف,18,19
49.wav,ہے,19,19
49.wav,جو,19,20
49.wav,ہے,20,22
49.wav,میں,22,22
49.wav,نہیں,22,23
49.wav,کروں,23,23
49.wav,گا,23,24
49.wav,کہ,24,25
49.wav,یہ,25,26
49.wav,ہمارے,26,26
49.wav,ایک,26,26
49.wav,بھارتی,26,27
49.wav,کرکٹر,27,27
49.wav,ہے,27,28
50.wav,میرا,1,2
50.wav,نام,2,2
50.wav,ہے,2,3
50.wav,اور,3,3
50.wav,آپ,3,3
50.wav,میسج,3,4
50.wav,کر,4,5
50.wav,رہے,5,5
50.wav,ہیں,5,12
50.wav,اور,12,13
50.wav,ان,13,14
50.wav,کی,14,14
50.wav,آل,14,15
50.wav,پر,15,15
50.wav,اور,15,16
50.wav,اس,16,16
50.wav,کی,16,16
50.wav,بھی,16,17
50.wav,کم,17,17
50.wav,ہے,17,17
50.wav,اور,17,17
50.wav,ہیں,17,18
50.wav,میں,18,18
50.wav,فرق,18,18
51.wav,السلام,1,2
51.wav,علیکم,2,2
51.wav,میرا,2,2
51.wav,نام,2,2
51.wav,طلحہ,2,3
51.wav,ہے,3,3
51.wav,اور,3,3
51.wav,آج,3,4
51.wav,میں,4,4
51.wav,آپ,4,4
51.wav,کو,4,4
51.wav,ایک,4,5
51.wav,چھوٹا,5,6
51.wav,سا,6,6
51.wav,ایک,6,13
51.wav,مسئلہ,13,14
51.wav,ہے,14,14
51.wav,کہ,14,14
51.wav,جو,14,15
51.wav,ہے,15,15
51.wav,نا,15,16
51.wav,سیون,16,16
51.wav,انہوں,17,18
51.wav,نے,18,18
51.wav,اپنی,18,19
51.wav,پرائزز,19,19
51.wav,بہت,19,19
51.wav,انگریز,19,20
51.wav,کرنی,20,20
51.wav,ہے,20,20
51.wav,تو,20,21
51.wav,جس,21,21
51.wav,کی,21,21
51.wav,وجہ,21,22
51.wav,سے,22,22
51.wav,یہ,22,22
51.wav,ہے,22,22
51.wav,عام,22,22
51.wav,آدمی,22,23
51.wav,جو,23,23
51.wav,ہے,23,23
51.wav,اس,23,23
51.wav,کو,23,23
51.wav,قبول,23,23
51.wav,نہیں,23,24
51.wav,کر,24,24
51.wav,سکتا,24,24
51.wav,اور,24,25
51.wav,اس,25,26
51.wav,سے,26,26
51.wav,زیادہ,26,27
51.wav,ہے,27,27
51.wav,اور,27,28
51.wav,جو,28,28
51.wav,ہے,28,28
51.wav,وہ,28,28
51.wav,اسکے,28,30
51.wav,سائز,30,31
51.wav,چھوٹا,31,31
51.wav,ھے,31,31
51.wav,اس,31,32
51.wav,لئے,32,32
51.wav,میں,32,34
51.wav,ریٹنگ,34,37
52.wav,السلام,1,2
52.wav,علیکم,2,2
52.wav,اور,2,4
52.wav,آج,4,4
52.wav,میں,4,4
52.wav,آپ,4,4
52.wav,کو,4,5
52.wav,تھوڑا,5,5
52.wav,سا,5,5
52.wav,ہوگا,5,7
52.wav,بہت,7,16
52.wav,زیادہ,16,16
52.wav,پیچھے,16,17
52.wav,لوگ,17,18
52.wav,اور,18,18
52.wav,خود,18,18
52.wav,بھی,18,19
52.wav,ہوتی,19,20
52.wav,ہے,20,20
52.wav,مجھے,20,20
53.wav,اسلام,1,1
53.wav,علیکم,1,2
53.wav,میرا,2,2
53.wav,نام,2,2
53.wav,صدف,2,2
53.wav,ہے,2,3
53.wav,اور,3,3
53.wav,میں,3,4
53.wav,آپ,4,4
53.wav,کو,4,4
53.wav,ایک,4,4
53.wav,بہت,4,9
53.wav,اچھی,9,9
53.wav,ہیں,9,9
53.wav,اگر,9,15
53.wav,کسی,15,15
53.wav,کو,15,16
53.wav,بیمار,16,16
53.wav,کرے,16,16
53.wav,ہے,16,24
53.wav,ایک,24,25
53.wav,پل,25,26
53.wav,بھی,26,26
53.wav,کے,26,26
53.wav,ایک,26,27
53.wav,گوشت,27,27
53.wav,کا,27,27
53.wav,ٹکڑا,27,28
53.wav,آگ,28,28
53.wav,میں,28,28
53.wav,ڈالا,28,29
53.wav,گیا,29,29
53.wav,ہوا,29,30
53.wav,ہے,30,31
53.wav,خراب,31,33
53.wav,ہو,33,33
53.wav,سکتا,33,33
53.wav,ہے,33,36
53.wav,ہم,36,37
53.wav,توپ,37,37
53.wav,سے,37,37
53.wav,بھی,37,38
53.wav,نہیں,38,38
53.wav,دیتی,38,38
53.wav,ہو,38,38
54.wav,السلام,0,1
54.wav,علیکم,1,2
54.wav,میرا,2,2
54.wav,نام,2,2
54.wav,فضیلہ,2,2
54.wav,ہے,2,2
54.wav,اور,2,3
54.wav,آج,3,3
54.wav,میلیس,3,4
54.wav,کا,4,4
54.wav,ایک,4,4
54.wav,فٹ,4,5
54.wav,کا,5,5
54.wav,ہوتا,5,5
54.wav,ہے,5,6
54.wav,تو,6,6
54.wav,پلیز,6,7
54.wav,جو,7,8
54.wav,ہے,8,8
54.wav,بجلی,8,8
54.wav,لے,8,9
54.wav,لو,9,10
54.wav,پیسے,10,14
54.wav,university,14,16
54.wav,result,16,17
54.wav,of,17,17
54.wav,first,17,17
54.wav,year,17,18
54.wav,2019,18,19
54.wav,date,19,20
54.wav,11,20,20
54.wav,بہت,20,21
54.wav,کم,21,21
54.wav,ہے,21,21
54.wav,اس,21,26
54.wav,لیے,26,26
54.wav,جواب,26,26
54.wav,نہیں,26,27
54.wav,دے,27,27
54.wav,رہی,27,27
54.wav,ہے,27,28
54.wav,اس,28,28
54.wav,میں,28,28
54.wav,تو,28,30
54.wav,ملو,30,30
54.wav,گے,30,30
54.wav,ابھی,30,31
54.wav,ٹائم,31,31
54.wav,پر,31,31
54.wav,جو,31,31
54.wav,ہے,31,32
54.wav,اس,32,33
54.wav,کو,33,33
54.wav,میں,33,33
55.wav,میرا,0,1
55.wav,نام,1,1
55.wav,وزنی,1,2
55.wav,ہے,2,2
55.wav,اور,2,2
55.wav,میں,2,2
55.wav,آج,2,3
55.wav,سالگرہ,3,3
55.wav,ہے,3,4
55.wav,اس,4,4
55.wav,لیے,4,5
55.wav,اکثر,5,5
55.wav,لوگ,5,6
55.wav,ان,6,7
55.wav,کے,7,7
55.wav,بارے,7,7
55.wav,میں,7,7
55.wav,کچھ,7,7
55.wav,لوگ,7,8
55.wav,ہیں,8,8
55.wav,وہ,8,8
55.wav,لوگ,8,8
55.wav,جو,8,8
55.wav,اچھے,8,9
55.wav,اچھے,9,9
55.wav,لگتے,9,10
55.wav,ہیں,10,10
55.wav,اکثر,10,11
55.wav,اچھا,11,11
55.wav,سر,11,12
55.wav,میں,12,12
55.wav,نے,12,13
55.wav,سنا,13,14
55.wav,ہے,14,14
55.wav,لوگ,14,14
55.wav,اسے,14,15
55.wav,آنکھ,15,15
55.wav,بھر,15,15
55.wav,کے,15,15
55.wav,دیکھتے,15,15
55.wav,ہیں,15,16
55.wav,اور,16,16
55.wav,سرکاری,16,16
55.wav,افسران,16,17
55.wav,نے,17,18
55.wav,شام,18,18
55.wav,کے,18,18
55.wav,ٹائم,18,19
55.wav,چائے,19,19
55.wav,کے,19,19
55.wav,ساتھ,19,19
55.wav,اگلے,19,20
55.wav,صفحے,20,20
55.wav,کی,20,20
55.wav,تشہیر,20,20
55.wav,کے,20,21
55.wav,لیے,21,21
55.wav,کوئی,21,22
55.wav,جگہ,22,22
55.wav,نہیں,22,22
55.wav,دی,22,23
55.wav,تھی,23,23
55.wav,اس,23,24
55.wav,لیے,24,25
55.wav,آپ,25,25
55.wav,کا,25,25
55.wav,ان,25,26
55.wav,سے,26,26
55.wav,ملاقات,26,27
55.wav,بھی,27,27
55.wav,ہو,27,27
55.wav,سکتی,27,27
55.wav,ہے,27,27
56.wav,کیا,1,2
56.wav,مسئلہ,2,2
56.wav,ہے,2,3
56.wav,اور,3,3
56.wav,اس,3,3
56.wav,پر,3,4
56.wav,کوئی,4,4
56.wav,اعتراض,4,4
56.wav,ہے,4,5
56.wav,تو,5,5
56.wav,کسی,5,6
56.wav,کے,6,7
56.wav,بارے,7,7
56.wav,میں,7,7
56.wav,یہ,7,8
56.wav,بھی,8,8
56.wav,کہا,8,8
56.wav,گیا,8,8
56.wav,ہے,8,9
56.wav,کہ,9,9
56.wav,بعض,9,9
56.wav,لوگوں,9,10
56.wav,کا,10,10
56.wav,یہ,10,10
56.wav,بھی,10,11
56.wav,دیکھنے,11,12
56.wav,میں,12,12
56.wav,آتے,12,15
56.wav,ہیں,15,15
56.wav,اور,15,16
56.wav,لوگ,16,16
56.wav,اس,16,16
56.wav,کو,16,16
56.wav,ملے,16,16
56.wav,گی,16,16
56.wav,یا,16,17
56.wav,صرف,17,17
56.wav,بیس,17,17
56.wav,بنانے,17,18
56.wav,کے,18,18
56.wav,دوران,18,18
56.wav,اینڈ,18,19
56.wav,باہر,19,19
56.wav,جاتے,19,20
56.wav,ہیں,20,20
56.wav,یہ,20,21
56.wav,دوستی,21,21
56.wav,تیرے,21,22
56.wav,دم,22,22
56.wav,سے,22,22
56.wav,ہے,22,22
57.wav,اسلام,0,1
57.wav,علیکم,1,2
57.wav,آج,2,2
57.wav,ہم,2,2
57.wav,لسٹ,2,3
57.wav,سے,3,3
57.wav,اس,3,3
57.wav,کے,3,3
57.wav,بارے,3,4
57.wav,میں,4,4
57.wav,بات,4,4
57.wav,کریں,4,4
57.wav,گے,4,4
57.wav,آج,4,5
57.wav,ہم,5,6
57.wav,اس,6,6
57.wav,کی,6,6
57.wav,نیشنل,6,7
57.wav,ترجیحات,7,8
57.wav,کے,8,8
57.wav,بارے,8,8
57.wav,میں,8,8
57.wav,گفتگو,8,9
57.wav,کرنے,9,9
57.wav,جارہے,9,10
57.wav,ہیں,10,10
57.wav,چلیں,10,10
57.wav,شروع,10,10
57.wav,کرتے,10,10
57.wav,ہیں,10,11
57.wav,نیز,11,12
57.wav,کلاس,12,12
57.wav,چیپٹر,12,13
57.wav,ٹیسٹ,13,13
57.wav,سمپل,13,14
57.wav,اور,14,14
57.wav,یونیک,15,16
57.wav,ہے,16,16
57.wav,اس,16,17
57.wav,کا,17,17
57.wav,اس,17,17
57.wav,میں,17,18
57.wav,اس,18,18
57.wav,کے,18,18
57.wav,ٹیسٹ,18,18
57.wav,میں,18,18
57.wav,کچھ,18,18
57.wav,خاص,18,19
57.wav,لوگوں,19,19
57.wav,میں,19,19
57.wav,سے,19,19
57.wav,نہیں,19,20
57.wav,ہے,20,20
57.wav,لیکن,20,20
57.wav,اس,20,20
57.wav,کے,20,20
57.wav,سیمپل,20,20
57.wav,سٹی,20,21
57.wav,بھی,21,21
57.wav,کچھ,21,21
57.wav,لوگوں,21,22
57.wav,کو,22,22
57.wav,کافی,22,22
57.wav,پسند,22,22
57.wav,آتی,22,23
57.wav,ہے,23,23
57.wav,جس,23,23
57.wav,کی,23,23
57.wav,وجہ,23,24
57.wav,سے,24,24
57.wav,لوگ,24,24
57.wav,کافی,24,24
57.wav,اس,24,24
57.wav,کو,24,25
57.wav,پسند,25,25
57.wav,کرتی,25,25
57.wav,ہیں,25,26
57.wav,اور,26,26
57.wav,کھاتے,26,26
57.wav,ہیں,26,26
57.wav,یہ,26,27
57.wav,ایک,27,28
57.wav,اپنی,28,28
57.wav,سیٹھی,28,28
57.wav,کی,28,29
57.wav,وجہ,29,29
57.wav,سے,29,29
57.wav,ایک,29,29
57.wav,بہترین,29,30
57.wav,ایک,30,30
57.wav,آپشن,30,30
57.wav,کے,30,31
57.wav,طور,31,31
57.wav,پر,31,31
57.wav,استعمال,31,31
57.wav,ہوتے,31,32
57.wav,ہیں,32,32
57.wav,یہ,32,32
57.wav,سب,32,33
57.wav,سے,33,33
57.wav,پہلا,33,33
57.wav,ورکر,33,33
57.wav,صفحے,33,34
57.wav,سے,34,35
57.wav,کافی,35,36
57.wav,حد,36,36
57.wav,تک,36,36
57.wav,پسند,36,37
57.wav,کرتے,37,37
57.wav,ہیں,37,38
57.wav,اور,38,38
57.wav,اپنی,38,39
57.wav,اس,39,39
57.wav,کی,39,39
57.wav,سند,39,40
57.wav,صحیح,40,40
57.wav,ہے,40,40
57.wav,اور,40,40
57.wav,اس,40,40
57.wav,میں,40,40
57.wav,فریشنس,40,41
57.wav,بھی,41,41
57.wav,برقرار,41,42
57.wav,رہتی,42,42
57.wav,ہے,42,42
57.wav,جس,42,42
57.wav,کی,42,42
57.wav,وجہ,42,43
57.wav,سے,43,43
57.wav,بہترین,43,44
57.wav,آپشن,44,44
57.wav,ہے,44,44
58.wav,میرا,0,2
58.wav,نام,2,2
58.wav,سے,2,2
58.wav,جانتی,2,2
58.wav,ہے,2,2
58.wav,اور,2,3
58.wav,عدلیہ,3,3
58.wav,کو,3,4
58.wav,ہے,4,4
58.wav,کوثر,5,6
58.wav,کے,6,6
58.wav,بارے,6,6
58.wav,میں,6,6
58.wav,یہ,6,7
58.wav,میرا,7,7
58.wav,کو,7,7
58.wav,اتنا,7,7
58.wav,فائدہ,7,8
58.wav,نہیں,8,8
58.wav,کیوں,8,8
58.wav,کہ,8,8
58.wav,اکثر,8,9
58.wav,اوقات,9,9
58.wav,لوگ,9,9
58.wav,اسے,9,9
58.wav,پسند,9,10
58.wav,کرتے,10,10
58.wav,ہیں,10,10
58.wav,اور,10,10
58.wav,کچھ,10,10
58.wav,لوگوں,10,10
58.wav,کو,10,11
58.wav,پسند,11,11
58.wav,کرتے,11,11
58.wav,ہیں,11,12
58.wav,کیونکہ,12,12
58.wav,ناپسند,12,13
58.wav,کرنے,13,13
58.wav,کی,13,13
58.wav,وجہ,13,14
58.wav,یہ,14,14
58.wav,ہے,14,14
58.wav,کہ,14,14
58.wav,یہ,14,14
58.wav,لوگ,14,14
58.wav,نصیحت,14,16
58.wav,اور,16,16
58.wav,یہ,16,16
58.wav,حقیقت,16,17
