Sentiment,File_number,Audio_name,Urdu_Translation
1,108,WhatsApp Video 2024-01-20 at 21.49.43_3f2d7106.wav,اور سیون اپ جیسا کہ اپ جانتے ہیں کہ جب بھی اپ کا کوئی معدے کا مسئلہ ہو یا کوئی پرابلم ہو تو اپ کو لوگ بھی کہتے ہیں یا بڑی لوگ کہتے ہیں کہ سیون اپ کیو میدے کو پرابلم ٹھیک ہو جائے گا اس میں کچھ
0,110,WhatsApp Video 2024-01-20 at 21.49.45_50df82b8.wav,السلام علیکم اج موسی پیسوں کا ریویو لیا جارہا ہے ٹیکسی ایک ایسا برانڈ ہے جو تقریبا ہر کوئی پیتا ہے اپ کو پتہ ہے یہ ایک میجر نیٹ بچی ہے سب کی لیکن پیسے کا ذائقہ بھی ٹھیک ہے اور انسان پی سکتا ہے لیکن اس کا یہ نقصان ہے کہ یہ انسان کے اندر سے جسم کو کھوکھلا کر دیتی ہے اور یہ قسم کا ایسڈ ہے سیکنڈ میں یہ ٹھیک ہے لیکن اس کا اندر جبریل انسان لگتی ہے اس لیے ہمیں یہ ایک بیلنس رہتی ہے
2,112,WhatsApp Video 2024-01-20 at 21.49.55_dd5a0b80.wav,اپ مجھ سے پیپسی کا ریویو لیا جا رہا ہے پیپسی بہت ہی مضرس ہے رینک کیا ہے ہم کو اس سے اوائڈ کرنا چاہیے پیپسی انسان کے اندر کے نظام کو کھوکھلا کر دیتی ہے یہ قسم کا تیزاب ہی ہے جو ہم پیتے ہیں اس لیے ہمیں چاہیے کہ ہم اس سے اوایڈ کریں اور ایک اور چیز ہے کہ یہ اسرائیلی برانڈ ہے اور اسرائیلی فلسطین میں اسرائیل سپورٹ کا یہ سہیل کو سپورٹ کر رہی ہے فائنینشل اسپیکٹ ہے اور صحت کے لحاظ سے اس کو کوئی انسان کے اندر تباہی کرتی ہے وہ بھی نیگیٹیو رسپیکٹ ہے اس لیے ہمیں چاہیے کہ ہم اس کو پروڈکٹ کو بتاؤ
1,113,WhatsApp Video 2024-01-20 at 21.49.57_a18a2582.wav,مولانا مثان عبداللہ ہے اور اج مجھ سے ایک پیچی کا رویو لیے جا رہے ہیں ایف سی ایک ملٹی نیشنل برانڈ ہے اور کیسی اپ دیکھتے ہوں گے الموسٹ ایوری سرمنی ہر جگہ اویلیبل ہوتی ہے کھانے کے ساتھ یہ ایک ایسی چیز بن گئی ہے جو دعوتوں کی موجود ہوتی ہے ہر جگہ ہوتی ہے اور سیکسی کا ذائقہ بھی کافی اچھا ہوتا ہے اس لیے یہ لوگ کھانے کے ساتھ
1,114,WhatsApp Video 2024-01-20 at 21.49.59_b9c4e6cb.wav,السلام علیکم اج مجھ سے ریلیز کا ریویو لیے جارہا ہے لیز ایک برینڈ اچھا ہے لیکن ان کی پرائسز کافی ائی ہے اور اس کے مقابلے میں کوانٹٹی کافی کام لیتے ہیں اگر وائس کوالٹی ان کی اچھی ہے اور ذائقہ بھی ان کا اچھا ہے لیکن اگر یہ اپنی کوانٹیٹی اور پرائسز تھوڑی کم کر رہے ہیں اور ان کی امپروو کر رہے ہیں تو یہ برانڈ الو
2,115,WhatsApp Video 2024-01-20 at 21.50.06_1b5f3046.wav,میرا نام اسان عبداللہ اور اج مجھ سے رزق لیز کا ریویو دیا گیا ہے پلیز ایک اچھا فرینڈ ہے لیکن یہ اسرائیلی گروپ برانڈ ہے اور اج کل اپ کو پتہ ہے اسرائیل پیلسٹائن وار ہو رہی ہے جس میں لیز فنانشل ازرائیل کو سپورٹ کر رہا ہے اس لئے میں اس لیز پروڈکٹ کا بائیکاٹ کر رہا ہوں ادر وائز ان کا ذائقہ ٹھیک ہے لیکن ان کا جو کاز ہے وہ غلط ہے اس لیے میں نے اس کو ریکارڈ کرتا ہوں
1,116,WhatsApp Video 2024-01-20 at 21.50.07_ee403c4a.wav,السلام علیکم میرا نام اسان عبداللہ ہے اور اج سے لیس کا ریویو دیا گیا لیز ایک اچھا ملٹی نیشنل برانڈ ہے جو المسال اف دا ورلڈ میں اپریٹ کر رہا ہے پروڈکٹس ہر جگہ اویلیبل ہوتی ہیں اور فالتو بھی ان کی اچھی ہوتی ہے اور اگر اپ کہیں تو ذائقے میں ان کو 10 میں سے 8 ریڈ کرونگا اور یہ میرا ریویو ہے
2,118,WhatsApp Video 2024-01-20 at 21.50.10_3a4c57bf.wav,السلام علیکم میرا نام ارشد ہے ماجد ہے اور اج میں اپ کو لیس کے کچھ برے باتیں بتاؤں گا لیز فری ٹو لے کمپنی کی ایک ایجاد ہے اور یہ جو ہے نا یہ اسرائیل کی ایک کمپنی ہے تو انہوں نے اسرائیل کو سپورٹ کیا ہے ابھی جو وار ہو رہی ہے اسرائیل پیلسٹائن کی کافی عرصے سے چل رہی ہے انہوں نے اسرائیل کو سپورٹ کیا ہے سو اس لیے میں جو ہوں ڈس لائک کروں گا لیز کو
1,119,WhatsApp Video 2024-01-20 at 21.50.14_d2093a47.wav,السلام علیکم میرا نام مرتضی ماجد ہے اور اج میں اپ کو لیز ٹپس کی ایک تھوڑی بہت بتانا چاہوں گا پلیز بہت اچھے فرینڈ ہیں اور ان کے بہت مزے کی چپس ہوتے ہیں اور ان کی پیکجنگ بھی بہت اچھی ہوتی ہے اور یہ کافی مزے کی
1,120,WhatsApp Video 2024-01-20 at 21.50.16_9c9dce75.wav,السلام علیکم میرا نام مرتضی ہے اور میں اج اپ کو تھوڑا لیز کے بارے میں کچھ بتانا چاہوں گا پلیز ایک بہت اچھا فون برانڈ ہے یہ پیکجنگ ان کی بہت اچھی ہوتی ہے اور بہت اچھے اچھے ٹپس بناتے ہیں
2,121,WhatsApp Video 2024-01-20 at 6.56.07 PM.wav,اج میں اپ کو بتاؤں گا لیس کے بارے میں ڈس ایڈوانٹیج اس کی نقصانات کیا ہیں بچوں کے اوپر بہت سے برے نصاف پڑھتے ہیں اس کے اوپر اس کے کھانے سے بچوں کے لئے دل کی بیماری بنتی ہے اور موسٹلی موسٹلی کینسل ڈیزیز ہوتا ہے اور اس کے کھانے سے اپ کی جو کیلوریز ہیں وہ بڑھ جاتی ہیں جس کی وجہ سے بچوں کو بھوک نہیں لگتی لہذا یہ نہیں کھانے چاہیے اور لیس سے اجتناب کیا جائے تو بہتر ہے اپنے بچوں کو بچائیں اس لحاظ سے اور ان کے سارے فلیورز ہوتے ہیں اس میں مختلف سے ایسٹ ہوتے ہیں جس کی وجہ سے وہ کھا کے بچے بیماری متعین بیماریوں میں ڈسکس پیدا ہوتی ہیں اور وہ بیماریوں میں مبتلا ہوجاتے ہیں اس لیے اس کے بہت سارے نقصانات بھی ہیں ہمارے معاشرے میں اس کے بہت نقصانات ہیں
1,122,WhatsApp Video 2024-01-20 at 6.56.18 PM (1).wav,السلام علیکم اج لیس کی فائدے اپ کو میں بتانے جا رہا ہوں بیسیکلی لیز پورے ورلڈ وائڈ میں یوز ہونے والا ایک ایسا اسنیک ہے جو سب یوز کرتے ہیں بیسیکلی لیز میں اپ کو یہ جسٹ ایک ریفریشمنٹ ذریعہ ہے جو اپ کو ریفریشمنٹ بھیج دیتا ہے پلیز بیسیکلی ہم جب بھی کھاتے ہیں ہمیں ملتی ہے ایک تازگی سے ملتی ہے اسی طرح ہمارے پاس 90 میں پوٹاشیم مل جاتا ہے سوڈیم مل جاتا ہے وٹامن سی کبھی ملتا ہے یہ لسٹ میں ایک فائدہ مل جاتا ہے جو ہماری ہیلتھ کے لیے بہت اچھا ہے بیسیکلی یہ کوئی
1,123,WhatsApp Video 2024-01-20 at 6.56.18 PM.wav,ہیلو دوستو اج میں اپ کو بتاؤں گا لسٹ کے بارے میں لیس کے ڈفرینس فلیورز ہیں مختلف فلیورز اس کے یوز ہوتے ہیں پورے وائس میں اور دوسرا یہ کہ یہ بہت اچھی چیز ہے اس سے انرجی لیول بوسٹ ہوتا ہے اور اس کو زیادہ تر کول ڈریکس وغیرہ کے ساتھ سرو کیا جاتا ہے اور بچوں کا بہت ہی پسندیدہ فلیور
2,124,WhatsApp Video 2024-01-20 at 6.56.19 PM (1).wav,اپ کو بتاؤں گا لیس کے بارے میں لیس بہت اچھے پروڈکٹ ہے اور اسنیکس ہیں اس یہ مسلم بچے یوز کرتے ہیں اس کو اور اس کے ڈفرنٹ فلیورز ہیں اور سب سے زیادہ فلیور یوز ہونے والا جو ہے وہ مصالحہ اور چیز ہے اور یہ زیادہ تر کولڈ ڈرنک کے ساتھ سرو کیا جاتا ہے اور بچوں کا بہت ہی پسندیدہ ہوتا ہے اس کے بہت سارے فائدے یہ ہیں کہ اس سے انرجی لیول بوسٹ ہوتا ہے اور یہ ذرا بھی وہ نہیں ہوتا مسٹر وغیرہ اس میں نہیں ہوتا کسی طریقے سے ایسٹ نہیں ہوتے
2,125,WhatsApp Video 2024-01-20 at 6.56.19 PM.wav,السلام علیکم اج میں اپ کو لیس کے نقصانات بتانے جا رہا ہوں بیسیکلی لسٹ کھانے سے انسان کو دل کی بیماریاں ہوتی ہیں انسان کو فوڈ کے جواب کہتے ہیں اپ کو بلڈ کینسر ہوتا ہے ہائی بلڈ پریشر ہو جاتا ہے اس کے علاوہ اپ کو لیز کھانے سے جو اپ کا ویٹ ہوتا ہے وہ بھڑک بھی جاتا ہے فیڈ ملتا ہے فیٹ مطلب اپ کو کہیں بیماری ہو سکتی ہے لائک کینسر ہار ڈیسیز یعنی دل کی بیماریاں
2,126,WhatsApp Video 2024-01-20 at 6.58.01 PM.wav,دنیا بھر میں پیپسی کے خرید و فروخت بہت زیادہ تھی لیکن ابھی خرید و فروخت میں ہمیں ایک ڈاؤن فل نظر اتا ہے نہ صرف اسلامک کنٹریز میں بلکہ یورپین کنٹریز نے بھی اس کا بائیکاٹ کرنا شروع کر دیا ہے اور اس کی وجہ سے ایک ہی ہے کہ یہ ایک ظاہری پروڈکٹ ہے اور اسرائیلی پروڈکٹس کو جتنی بھی کی
2,127,WhatsApp Video 2024-01-20 at 6.58.02 PM (1).wav,دنیا بھر میں پیپسی کی خرید و فروخت بہت زیادہ تھی لیکن اب اس خرید و فروخت میں ہم ایک کمی نظر اتی ہے نہ صرف اسلامی ممالک میں بلکہ یورپین کنٹریز نے بھی اس کا ورکر کرنا شروع کر دیا ہے اور اس کی وجہ سے صرف ایک ہی ہے کہ یہ ایک ازادی پروڈکٹ ہے اور جتنے بھی ہیں ان کو بین کرنا چاہیے
2,128,WhatsApp Video 2024-01-20 at 6.58.02 PM.wav,دنیا بھر میں پیپسی کی خرید و فروخت بہت زیادہ تھی لیکن اب اس خرید و فروخت میں ہمیں کمی نظر اتی ہے نہ صرف اسلامی ممالک میں بلکہ یورپین کنٹری نے بھی اس کا ورکر شروع کر دیا ہے اور اس بائیکاٹ کی وجہ صرف ایک ہی ہے کہ یہ ایک پروڈکٹ ہے اور اسرائیل جو کچھ ظلم و ستم فلسطین
